Episode,Final_Wealth,Final_Health,Final_Age,Total_Reward,Work_Count,Invest_Count,Rest_Count
57,6.836307,0.0,70.0,4.000000000000001,0,50,0
58,11.289956,0.0,70.0,6.400000000000003,0,50,0
59,9.4869175,0.0,70.0,6.000000000000003,0,50,0
60,12.363629,0.0,70.0,7.200000000000004,0,50,0
61,8.52165,0.0,70.0,4.800000000000002,0,50,0
62,8.630628,0.0,70.0,4.800000000000002,0,50,0
63,6.7710443,0.0,70.0,4.000000000000001,0,50,0
64,8.315438,0.0,70.0,4.800000000000002,0,50,0
65,7.341858,0.0,70.0,4.000000000000001,0,50,0
66,5.4577913,0.0,70.0,3.600000000000001,0,50,0
67,7.279372,0.0,70.0,4.400000000000001,0,50,0
68,4.083918,0.0,70.0,2.8000000000000003,0,50,0
69,7.7599974,0.0,70.0,4.800000000000002,0,50,0
70,6.485754,0.0,70.0,2.8,0,50,0
71,8.772668,0.0,70.0,5.200000000000002,0,50,0
72,5.1841326,0.0,70.0,3.2000000000000006,0,50,0
73,4.299973,0.0,70.0,2.8000000000000003,0,50,0
74,2.5751793,0.0,70.0,1.2,0,50,0
75,9.756982,0.0,70.0,6.000000000000003,0,50,0
76,3.8255053,0.0,70.0,2.8000000000000003,0,50,0
77,2.13535,0.0,70.0,1.2,0,50,0
78,4.309371,0.0,70.0,3.2000000000000006,0,50,0
79,4.9654193,0.0,70.0,2.8000000000000003,0,50,0
80,1.7832806,0.0,70.0,1.2,0,50,0
81,3.1612425,0.0,70.0,2.4,0,50,0
82,5.1335874,0.0,70.0,3.2000000000000006,0,50,0
83,4.5448484,0.0,70.0,2.4,0,50,0
84,6.093569,0.0,70.0,3.2000000000000006,0,50,0
85,10.964341,0.0,70.0,6.400000000000003,0,50,0
86,7.419706,0.0,70.0,4.000000000000001,0,50,0
87,7.0950804,0.0,70.0,4.000000000000001,0,50,0
88,6.459614,0.0,70.0,4.000000000000001,0,50,0
89,6.40387,0.0,70.0,4.000000000000001,0,50,0
90,4.6888885,0.0,70.0,2.8000000000000003,0,50,0
91,6.524888,0.0,70.0,3.600000000000001,0,50,0
92,3.7798827,0.0,70.0,1.5999999999999999,0,50,0
93,6.322093,0.0,70.0,3.600000000000001,0,50,0
94,6.935774,0.0,70.0,4.400000000000001,0,50,0
95,9.5566635,0.0,70.0,5.600000000000002,0,50,0
96,7.0564528,0.0,70.0,4.400000000000001,0,50,0
97,4.378807,0.0,70.0,2.8000000000000003,0,50,0
98,5.750071,0.0,70.0,3.2000000000000006,0,50,0
99,9.803106,0.0,70.0,6.000000000000003,0,50,0
100,12.154456,0.0,70.0,7.200000000000004,0,50,0
101,3.26645,0.0,70.0,2.4,0,50,0
102,7.1388273,0.0,70.0,4.400000000000001,0,50,0
103,3.8271081,0.0,70.0,2.4,0,50,0
104,7.9884048,0.0,70.0,4.800000000000002,0,50,0
105,9.310732,0.0,70.0,5.600000000000002,0,50,0
106,6.803563,0.0,70.0,4.000000000000001,0,50,0
107,10.228701,0.0,70.0,5.600000000000002,0,50,0
108,7.3124743,0.0,70.0,4.400000000000001,0,50,0
109,7.8081417,0.0,70.0,4.800000000000002,0,50,0
110,8.062029,0.0,70.0,4.800000000000002,0,50,0
111,5.616969,0.0,70.0,4.000000000000001,0,50,0
112,6.146193,0.0,70.0,3.2000000000000006,0,50,0
113,9.071596,0.0,70.0,5.200000000000002,0,50,0
114,3.348977,0.0,70.0,2.8000000000000003,0,50,0
115,5.435884,0.0,70.0,3.2000000000000006,0,50,0
116,4.9208455,0.0,70.0,1.9999999999999998,0,50,0
117,4.4675417,0.0,70.0,1.9999999999999998,0,50,0
118,5.628245,0.0,70.0,3.600000000000001,0,50,0
119,9.7554035,0.0,70.0,5.200000000000002,0,50,0
120,4.4354577,0.0,70.0,2.8000000000000003,0,50,0
121,8.215,0.0,70.0,5.200000000000002,0,50,0
122,4.240197,0.0,70.0,2.8000000000000003,0,50,0
123,0.8317699,0.0,70.0,1.2,0,50,0
124,6.126516,0.0,70.0,3.600000000000001,0,50,0
125,4.889387,0.0,70.0,3.2000000000000006,0,50,0
126,7.7600136,0.0,70.0,4.800000000000002,0,50,0
127,7.0692616,0.0,70.0,3.2,0,50,0
128,1.9713137,0.0,70.0,0.8,0,50,0
129,6.219479,0.0,70.0,3.2000000000000006,0,50,0
130,5.404053,0.0,70.0,3.600000000000001,0,50,0
131,7.340862,0.0,70.0,3.600000000000001,0,50,0
132,8.542055,0.0,70.0,4.800000000000002,0,50,0
133,7.294466,0.0,70.0,4.800000000000002,0,50,0
134,7.174612,0.0,70.0,4.000000000000001,0,50,0
135,5.1433516,0.0,70.0,3.2000000000000006,0,50,0
136,6.3287535,0.0,70.0,3.600000000000001,0,50,0
137,7.4722033,0.0,70.0,4.000000000000001,0,50,0
138,9.37041,0.0,70.0,4.800000000000002,0,50,0
139,10.834298,0.0,70.0,6.800000000000003,0,50,0
140,7.7791944,0.0,70.0,4.000000000000001,0,50,0
141,9.561934,0.0,70.0,6.000000000000003,0,50,0
142,8.69902,0.0,70.0,5.200000000000002,0,50,0
143,6.633277,0.0,70.0,3.600000000000001,0,50,0
144,9.157281,0.0,70.0,5.600000000000002,0,50,0
145,5.8538613,0.0,70.0,3.600000000000001,0,50,0
146,7.0544357,0.0,70.0,4.800000000000002,0,50,0
147,6.8642464,0.0,70.0,4.000000000000001,0,50,0
148,10.014738,0.0,70.0,6.000000000000003,0,50,0
149,9.055588,0.0,70.0,5.200000000000002,0,50,0
150,4.641421,0.0,70.0,3.2000000000000006,0,50,0
151,12.677354,0.0,70.0,7.200000000000004,0,50,0
152,7.4090223,0.0,70.0,4.800000000000002,0,50,0
153,7.886391,0.0,70.0,4.400000000000001,0,50,0
154,8.629169,0.0,70.0,4.800000000000002,0,50,0
155,5.316772,0.0,70.0,2.8000000000000003,0,50,0
156,3.5455687,0.0,70.0,2.4,0,50,0
157,6.2680926,0.0,70.0,4.000000000000001,0,50,0
158,4.7084823,0.0,70.0,2.8000000000000003,0,50,0
159,6.1848965,0.0,70.0,4.000000000000001,0,50,0
160,6.737608,0.0,70.0,4.400000000000001,0,50,0
161,9.793626,0.0,70.0,5.600000000000002,0,50,0
162,10.2132225,0.0,70.0,6.800000000000003,0,50,0
163,7.91209,0.0,70.0,4.400000000000001,0,50,0
164,8.389821,0.0,70.0,4.800000000000002,0,50,0
165,4.2463155,0.0,70.0,2.4,0,50,0
166,7.36754,0.0,70.0,4.400000000000001,0,50,0
167,6.940147,0.0,70.0,3.6000000000000005,0,50,0
168,4.6923656,0.0,70.0,3.2000000000000006,0,50,0
169,4.37583,0.0,70.0,2.8000000000000003,0,50,0
170,8.919825,0.0,70.0,4.800000000000002,0,50,0
171,6.434711,0.0,70.0,3.6000000000000005,0,50,0
172,10.981225,0.0,70.0,6.400000000000003,0,50,0
173,2.319517,0.0,70.0,0.8,0,50,0
174,4.635177,0.0,70.0,2.4,0,50,0
175,8.155918,0.0,70.0,5.600000000000002,0,50,0
176,7.3331304,0.0,70.0,4.000000000000001,0,50,0
177,5.852875,0.0,70.0,3.600000000000001,0,50,0
178,5.912767,0.0,70.0,3.600000000000001,0,50,0
179,6.142326,0.0,70.0,3.2000000000000006,0,50,0
180,6.3024173,0.0,70.0,3.2000000000000006,0,50,0
181,6.0337944,0.0,70.0,3.600000000000001,0,50,0
182,7.624243,0.0,70.0,4.400000000000001,0,50,0
183,5.216856,0.0,70.0,3.2000000000000006,0,50,0
184,4.9530573,0.0,70.0,3.2000000000000006,0,50,0
185,4.608481,0.0,70.0,3.2000000000000006,0,50,0
186,9.094295,0.0,70.0,5.200000000000002,0,50,0
187,9.366391,0.0,70.0,5.200000000000002,0,50,0
188,9.338963,0.0,70.0,5.200000000000002,0,50,0
189,2.8038614,0.0,70.0,1.5999999999999999,0,50,0
190,4.6858873,0.0,70.0,2.8000000000000003,0,50,0
191,8.644651,0.0,70.0,5.200000000000002,0,50,0
192,7.4689393,0.0,70.0,4.800000000000002,0,50,0
193,6.871508,0.0,70.0,4.000000000000001,0,50,0
194,6.5317426,0.0,70.0,4.000000000000001,0,50,0
195,5.940417,0.0,70.0,3.2000000000000006,0,50,0
196,4.041709,0.0,70.0,2.4,0,50,0
197,6.856061,0.0,70.0,3.600000000000001,0,50,0
198,7.2651124,0.0,70.0,4.400000000000001,0,50,0
199,2.7451925,0.0,70.0,1.5999999999999999,0,50,0
200,-0.31010142,0.0,70.0,1.2,0,50,0
201,-0.31383985,0.0,70.0,2.4,0,50,0
202,8.586016,0.0,70.0,4.800000000000002,0,50,0
203,6.8209963,0.0,70.0,4.400000000000001,0,50,0
204,11.329399,0.0,70.0,6.400000000000003,0,50,0
205,3.1846604,0.0,70.0,1.9999999999999998,0,50,0
206,6.843233,0.0,70.0,4.400000000000001,0,50,0
207,3.721585,0.0,70.0,1.9999999999999998,0,50,0
208,6.0017195,0.0,70.0,3.600000000000001,0,50,0
209,7.6776047,0.0,70.0,5.200000000000002,0,50,0
210,7.050822,0.0,70.0,4.400000000000001,0,50,0
211,4.691996,0.0,70.0,3.600000000000001,0,50,0
212,11.072149,0.0,70.0,6.400000000000003,0,50,0
213,8.627181,0.0,70.0,5.200000000000002,0,50,0
214,9.014656,0.0,70.0,5.200000000000002,0,50,0
215,7.096075,0.0,70.0,4.400000000000001,0,50,0
216,6.145736,0.0,70.0,4.000000000000001,0,50,0
217,3.484765,0.0,70.0,2.4,0,50,0
218,7.0217147,0.0,70.0,4.400000000000001,0,50,0
219,8.093222,0.0,70.0,5.200000000000002,0,50,0
220,6.2140503,0.0,70.0,3.2000000000000006,0,50,0
221,4.4113755,0.0,70.0,2.4,0,50,0
222,3.1874723,0.0,70.0,1.9999999999999998,0,50,0
223,6.646618,0.0,70.0,3.600000000000001,0,50,0
224,4.1153183,0.0,70.0,2.8000000000000003,0,50,0
225,6.4519105,0.0,70.0,3.6000000000000005,0,50,0
226,5.75621,0.0,70.0,3.600000000000001,0,50,0
227,8.763722,0.0,70.0,5.600000000000002,0,50,0
228,5.94738,0.0,70.0,3.600000000000001,0,50,0
229,4.477374,0.0,70.0,2.8000000000000003,0,50,0
230,6.8267493,0.0,70.0,4.400000000000001,0,50,0
231,6.2061152,0.0,70.0,3.2000000000000006,0,50,0
232,5.578762,0.0,70.0,3.2000000000000006,0,50,0
233,3.9370005,0.0,70.0,2.4,0,50,0
234,6.013485,0.0,70.0,4.000000000000001,0,50,0
235,7.888362,0.0,70.0,4.800000000000002,0,50,0
236,4.6541014,0.0,70.0,2.8000000000000003,0,50,0
237,6.498307,0.0,70.0,4.800000000000002,0,50,0
238,10.442277,0.0,70.0,6.000000000000003,0,50,0
239,7.090799,0.0,70.0,4.000000000000001,0,50,0
240,5.1724663,0.0,70.0,3.2000000000000006,0,50,0
241,6.6834693,0.0,70.0,4.400000000000001,0,50,0
242,7.1853704,0.0,70.0,4.800000000000002,0,50,0
243,4.6975317,0.0,70.0,2.4,0,50,0
244,5.116767,0.0,70.0,3.600000000000001,0,50,0
245,4.3633084,0.0,70.0,2.8000000000000003,0,50,0
246,3.5957053,0.0,70.0,2.8000000000000003,0,50,0
247,5.7328053,0.0,70.0,4.000000000000001,0,50,0
248,3.0026596,0.0,70.0,1.2,0,50,0
249,7.7738576,0.0,70.0,4.800000000000002,0,50,0
250,7.2045093,0.0,70.0,4.000000000000001,0,50,0
251,6.2775636,0.0,70.0,4.000000000000001,0,50,0
252,7.0669127,0.0,70.0,4.000000000000001,0,50,0
253,8.4478445,0.0,70.0,4.400000000000001,0,50,0
254,7.305415,0.0,70.0,4.000000000000001,0,50,0
255,10.572132,0.0,70.0,6.400000000000003,0,50,0
256,5.7130866,0.0,70.0,3.6000000000000005,0,50,0
257,7.57511,0.0,70.0,4.800000000000002,0,50,0
258,6.663589,0.0,70.0,3.600000000000001,0,50,0
259,8.138381,0.0,70.0,4.400000000000001,0,50,0
260,2.6348894,0.0,70.0,1.5999999999999999,0,50,0
261,4.9532022,0.0,70.0,3.600000000000001,0,50,0
262,10.989839,0.0,70.0,6.400000000000003,0,50,0
263,6.184095,0.0,70.0,3.600000000000001,0,50,0
264,8.394421,0.0,70.0,4.800000000000002,0,50,0
265,4.0854483,0.0,70.0,2.4,0,50,0
266,4.1192374,0.0,70.0,2.4,0,50,0
267,4.836761,0.0,70.0,3.2000000000000006,0,50,0
268,10.513678,0.0,70.0,6.400000000000003,0,50,0
269,5.9256625,0.0,70.0,3.2000000000000006,0,50,0
270,6.0667114,0.0,70.0,4.000000000000001,0,50,0
271,7.8783236,0.0,70.0,3.6000000000000005,0,50,0
272,2.7714744,0.0,70.0,2.4,0,50,0
273,7.2539296,0.0,70.0,4.000000000000001,0,50,0
274,5.667075,0.0,70.0,4.000000000000001,0,50,0
275,3.0353487,0.0,70.0,1.9999999999999998,0,50,0
276,7.7442174,0.0,70.0,4.000000000000001,0,50,0
277,8.955946,0.0,70.0,5.200000000000002,0,50,0
278,8.152033,0.0,70.0,5.200000000000002,0,50,0
279,2.93273,0.0,70.0,3.2000000000000006,0,50,0
280,5.894114,0.0,70.0,3.2000000000000006,0,50,0
281,7.764715,0.0,70.0,4.800000000000002,0,50,0
282,9.448904,0.0,70.0,5.200000000000002,0,50,0
283,8.824178,0.0,70.0,4.400000000000001,0,50,0
284,4.95102,0.0,70.0,3.2000000000000006,0,50,0
285,7.195185,0.0,70.0,4.800000000000002,0,50,0
286,7.889051,0.0,70.0,4.800000000000002,0,50,0
287,6.5608077,0.0,70.0,4.000000000000001,0,50,0
288,9.750545,0.0,70.0,5.600000000000002,0,50,0
289,8.511858,0.0,70.0,5.200000000000002,0,50,0
290,5.4392214,0.0,70.0,2.8000000000000003,0,50,0
291,7.0625696,0.0,70.0,4.400000000000001,0,50,0
292,11.267795,0.0,70.0,6.800000000000003,0,50,0
293,9.458166,0.0,70.0,5.600000000000002,0,50,0
294,5.0239353,0.0,70.0,2.8000000000000003,0,50,0
295,8.7373085,0.0,70.0,4.800000000000002,0,50,0
296,8.537181,0.0,70.0,5.200000000000002,0,50,0
297,6.809198,0.0,70.0,4.000000000000001,0,50,0
298,6.953085,0.0,70.0,4.000000000000001,0,50,0
299,6.8973246,0.0,70.0,4.000000000000001,0,50,0
300,6.958773,0.0,70.0,4.000000000000001,0,50,0
301,2.2733898,0.0,70.0,1.5999999999999999,0,50,0
302,5.7346826,0.0,70.0,3.2000000000000006,0,50,0
303,5.251833,0.0,70.0,4.000000000000001,0,50,0
304,10.820913,0.0,70.0,6.000000000000003,0,50,0
305,7.0280023,0.0,70.0,3.6000000000000005,0,50,0
306,10.489134,0.0,70.0,6.000000000000003,0,50,0
307,7.553182,0.0,70.0,4.000000000000001,0,50,0
308,8.905567,0.0,70.0,4.800000000000002,0,50,0
309,5.678946,0.0,70.0,3.600000000000001,0,50,0
310,8.259784,0.0,70.0,5.600000000000002,0,50,0
311,6.1881957,0.0,70.0,2.8000000000000003,0,50,0
312,6.9089923,0.0,70.0,4.000000000000001,0,50,0
313,9.89727,0.0,70.0,5.600000000000002,0,50,0
314,10.862958,0.0,70.0,6.400000000000003,0,50,0
315,9.0773535,0.0,70.0,5.600000000000002,0,50,0
316,8.453891,0.0,70.0,4.400000000000001,0,50,0
317,4.6019654,0.0,70.0,2.4,0,50,0
318,10.132421,0.0,70.0,5.600000000000002,0,50,0
319,3.7058275,0.0,70.0,2.8000000000000003,0,50,0
320,7.265462,0.0,70.0,4.400000000000001,0,50,0
321,5.8813705,0.0,70.0,3.2000000000000006,0,50,0
322,6.536336,0.0,70.0,4.000000000000001,0,50,0
323,7.140309,0.0,70.0,4.400000000000001,0,50,0
324,4.826203,0.0,70.0,3.2000000000000006,0,50,0
325,6.828692,0.0,70.0,3.600000000000001,0,50,0
326,3.5719833,0.0,70.0,1.5999999999999999,0,50,0
327,9.405594,0.0,70.0,5.600000000000002,0,50,0
328,6.8576536,0.0,70.0,4.800000000000002,0,50,0
329,8.280203,0.0,70.0,4.800000000000002,0,50,0
330,8.25566,0.0,70.0,4.800000000000002,0,50,0
331,2.205882,0.0,70.0,1.9999999999999998,0,50,0
332,6.457892,0.0,70.0,4.000000000000001,0,50,0
333,6.688144,0.0,70.0,4.400000000000001,0,50,0
334,6.570551,0.0,70.0,3.600000000000001,0,50,0
335,9.636233,0.0,70.0,5.600000000000002,0,50,0
336,11.01794,0.0,70.0,6.800000000000003,0,50,0
337,3.7349644,0.0,70.0,2.4,0,50,0
338,7.716501,0.0,70.0,4.800000000000002,0,50,0
339,7.1720576,0.0,70.0,3.600000000000001,0,50,0
340,8.78321,0.0,70.0,4.800000000000002,0,50,0
341,8.942353,0.0,70.0,4.800000000000002,0,50,0
342,3.5574412,0.0,70.0,2.4,0,50,0
343,4.7477665,0.0,70.0,2.8000000000000003,0,50,0
344,5.2505674,0.0,70.0,3.2000000000000006,0,50,0
345,2.426292,0.0,70.0,1.9999999999999998,0,50,0
346,7.012109,0.0,70.0,4.000000000000001,0,50,0
347,5.259997,0.0,70.0,4.000000000000001,0,50,0
348,6.7216673,0.0,70.0,3.6000000000000005,0,50,0
349,7.132252,0.0,70.0,4.400000000000001,0,50,0
350,5.6045747,0.0,70.0,4.400000000000001,0,50,0
351,0.9981777,0.0,70.0,0.8,0,50,0
352,7.2530456,0.0,70.0,4.800000000000002,0,50,0
353,5.754127,0.0,70.0,3.600000000000001,0,50,0
354,6.8912673,0.0,70.0,4.000000000000001,0,50,0
355,4.9527645,0.0,70.0,2.8000000000000003,0,50,0
356,8.9001465,0.0,70.0,4.800000000000002,0,50,0
357,7.8195825,0.0,70.0,4.400000000000001,0,50,0
358,4.438035,0.0,70.0,2.4,0,50,0
359,9.392625,0.0,70.0,5.600000000000002,0,50,0
360,4.8191414,0.0,70.0,2.4,0,50,0
361,4.5532823,0.0,70.0,2.8000000000000003,0,50,0
362,7.6900835,0.0,70.0,4.400000000000001,0,50,0
363,7.1682916,0.0,70.0,4.400000000000001,0,50,0
364,10.868407,0.0,70.0,6.400000000000003,0,50,0
365,4.6524067,0.0,70.0,3.2000000000000006,0,50,0
366,5.618667,0.0,70.0,2.8000000000000003,0,50,0
367,5.2778225,0.0,70.0,3.2000000000000006,0,50,0
368,5.4239416,0.0,70.0,3.2000000000000006,0,50,0
369,7.553679,0.0,70.0,4.000000000000001,0,50,0
370,7.0267673,0.0,70.0,4.400000000000001,0,50,0
371,6.3030095,0.0,70.0,3.2000000000000006,0,50,0
372,9.5699005,0.0,70.0,5.600000000000002,0,50,0
373,3.6344051,0.0,70.0,3.2000000000000006,0,50,0
374,7.6512513,0.0,70.0,5.200000000000002,0,50,0
375,9.033708,0.0,70.0,5.600000000000002,0,50,0
376,2.6347027,0.0,70.0,1.5999999999999999,0,50,0
377,6.3944507,0.0,70.0,4.400000000000001,0,50,0
378,6.2155724,0.0,70.0,3.600000000000001,0,50,0
379,6.0215306,0.0,70.0,3.600000000000001,0,50,0
380,7.1648555,0.0,70.0,4.400000000000001,0,50,0
381,7.5085154,0.0,70.0,4.800000000000002,0,50,0
382,6.6266637,0.0,70.0,4.000000000000001,0,50,0
383,5.957708,0.0,70.0,3.2000000000000006,0,50,0
384,8.382748,0.0,70.0,5.200000000000002,0,50,0
385,13.344962,0.0,70.0,8.000000000000004,0,50,0
386,7.9832926,0.0,70.0,4.400000000000001,0,50,0
387,6.172083,0.0,70.0,3.600000000000001,0,50,0
388,6.7453737,0.0,70.0,4.000000000000001,0,50,0
389,5.4181232,0.0,70.0,2.8000000000000003,0,50,0
390,7.4845376,0.0,70.0,4.000000000000001,0,50,0
391,3.0519543,0.0,70.0,1.9999999999999998,0,50,0
392,6.653044,0.0,70.0,4.400000000000001,0,50,0
393,7.497363,0.0,70.0,5.200000000000002,0,50,0
394,4.978098,0.0,70.0,2.8000000000000003,0,50,0
395,8.569704,0.0,70.0,5.600000000000002,0,50,0
396,6.9353633,0.0,70.0,4.400000000000001,0,50,0
397,6.064148,0.0,70.0,3.600000000000001,0,50,0
398,10.238181,0.0,70.0,5.600000000000002,0,50,0
399,6.445276,0.0,70.0,3.600000000000001,0,50,0
400,6.312262,0.0,70.0,3.2000000000000006,0,50,0
401,4.51094,0.0,70.0,2.8000000000000003,0,50,0
402,5.0672174,0.0,70.0,3.2000000000000006,0,50,0
403,6.6940594,0.0,70.0,4.000000000000001,0,50,0
404,3.165076,0.0,70.0,2.4,0,50,0
405,9.504608,0.0,70.0,4.800000000000002,0,50,0
406,6.693541,0.0,70.0,4.000000000000001,0,50,0
407,6.881498,0.0,70.0,4.000000000000001,0,50,0
408,6.5291524,0.0,70.0,4.000000000000001,0,50,0
409,10.70388,0.0,70.0,6.000000000000003,0,50,0
410,8.16604,0.0,70.0,4.000000000000001,0,50,0
411,4.6214166,0.0,70.0,2.8000000000000003,0,50,0
412,8.610726,0.0,70.0,5.200000000000002,0,50,0
413,5.2751727,0.0,70.0,2.4,0,50,0
414,4.6180844,0.0,70.0,2.4,0,50,0
415,1.7121778,0.0,70.0,2.4,0,50,0
416,6.6404543,0.0,70.0,4.000000000000001,0,50,0
417,3.883638,0.0,70.0,2.4,0,50,0
418,11.621336,0.0,70.0,6.800000000000003,0,50,0
419,6.281524,0.0,70.0,4.000000000000001,0,50,0
420,6.8227935,0.0,70.0,4.400000000000001,0,50,0
421,5.9677315,0.0,70.0,4.000000000000001,0,50,0
422,3.1823378,0.0,70.0,1.2,0,50,0
423,6.2061243,0.0,70.0,3.600000000000001,0,50,0
424,9.182308,0.0,70.0,5.200000000000002,0,50,0
425,8.531257,0.0,70.0,4.400000000000001,0,50,0
426,12.256656,0.0,70.0,6.800000000000003,0,50,0
427,7.3153305,0.0,70.0,4.400000000000001,0,50,0
428,10.245111,0.0,70.0,6.000000000000003,0,50,0
429,7.601903,0.0,70.0,4.400000000000001,0,50,0
430,7.678217,0.0,70.0,4.800000000000002,0,50,0
431,11.051064,0.0,70.0,6.400000000000003,0,50,0
432,5.2740445,0.0,70.0,3.2000000000000006,0,50,0
433,7.230985,0.0,70.0,4.400000000000001,0,50,0
434,10.767629,0.0,70.0,6.000000000000003,0,50,0
435,1.4219868,0.0,70.0,1.9999999999999998,0,50,0
436,5.2348213,0.0,70.0,3.2000000000000006,0,50,0
437,6.29658,0.0,70.0,3.600000000000001,0,50,0
438,4.2611465,0.0,70.0,3.2000000000000006,0,50,0
439,3.5008857,0.0,70.0,2.4,0,50,0
440,2.9069831,0.0,70.0,1.5999999999999999,0,50,0
441,5.8484545,0.0,70.0,3.2000000000000006,0,50,0
442,2.4894454,0.0,70.0,1.5999999999999999,0,50,0
443,4.320993,0.0,70.0,2.4,0,50,0
444,8.891419,0.0,70.0,4.800000000000002,0,50,0
445,6.342925,0.0,70.0,3.2000000000000006,0,50,0
446,2.0925703,0.0,70.0,2.4,0,50,0
447,8.794029,0.0,70.0,5.600000000000002,0,50,0
448,2.114793,0.0,70.0,0.4000000000000001,0,50,0
449,7.7575603,0.0,70.0,4.800000000000002,0,50,0
450,6.5816097,0.0,70.0,3.2000000000000006,0,50,0
451,5.5861883,0.0,70.0,4.000000000000001,0,50,0
452,3.5617537,0.0,70.0,2.4,0,50,0
453,7.3992405,0.0,70.0,4.400000000000001,0,50,0
454,9.600629,0.0,70.0,5.200000000000002,0,50,0
455,9.527706,0.0,70.0,5.200000000000002,0,50,0
456,6.456653,0.0,70.0,4.000000000000001,0,50,0
457,5.4377933,0.0,70.0,2.8000000000000003,0,50,0
458,4.864516,0.0,70.0,3.600000000000001,0,50,0
459,5.607806,0.0,70.0,3.600000000000001,0,50,0
460,9.626666,0.0,70.0,5.600000000000002,0,50,0
461,4.684738,0.0,70.0,3.600000000000001,0,50,0
462,9.841304,0.0,70.0,6.000000000000003,0,50,0
463,3.2984357,0.0,70.0,1.9999999999999998,0,50,0
464,7.3706565,0.0,70.0,4.800000000000002,0,50,0
465,9.322658,0.0,70.0,5.200000000000002,0,50,0
466,8.107281,0.0,70.0,4.800000000000002,0,50,0
467,9.559095,0.0,70.0,5.600000000000002,0,50,0
468,9.7037945,0.0,70.0,5.200000000000002,0,50,0
469,1.0834522,0.0,70.0,1.2,0,50,0
470,5.385702,0.0,70.0,2.8000000000000003,0,50,0
471,7.8788466,0.0,70.0,4.800000000000002,0,50,0
472,7.9114723,0.0,70.0,4.400000000000001,0,50,0
473,6.2246046,0.0,70.0,3.600000000000001,0,50,0
