days_alive,work_days,spec_days,rest_days,final_cash,final_happiness,final_health,final_reward
1053,264,4,785,-5245.439833868256,95.0,99.75,6.85
888,223,11,654,-5003.62576978937,100.0,100.0,7.0
1558,445,13,1100,-5032.31193221228,100.0,100.0,7.0
909,223,8,678,-5019.705765168978,100.0,100.0,7.0
823,189,3,631,-5001.371482795319,100.0,100.0,7.0
787,168,3,616,-5626.0780935938665,92.0,99.25,6.76
908,204,2,702,-5029.102075249995,100.0,100.0,7.0
778,168,1,609,-5035.38478813282,100.0,100.0,7.0
1041,260,4,777,-5005.370409467937,100.0,100.0,7.0
665,148,5,512,-5285.2131558761275,95.0,99.75,6.85
915,214,3,698,-5000.683133220618,100.0,100.0,7.0
702,147,4,551,-5023.532934407442,100.0,100.0,7.0
1010,254,3,753,-5013.498414563743,100.0,100.0,7.0
582,85,2,495,-5003.665426962788,100.0,100.0,7.0
577,83,2,492,-5041.73431937653,100.0,100.0,7.0
553,86,2,465,-5020.693956252883,100.0,100.0,7.0
582,83,0,499,-5026.67607530756,100.0,100.0,7.0
528,61,0,467,-5025.8265571183465,100.0,100.0,7.0
669,108,2,559,-5006.4546366028935,100.0,100.0,7.0
579,96,2,481,-5023.060049341101,100.0,100.0,7.0
834,174,2,658,-5038.215806056243,100.0,100.0,7.0
931,240,11,680,-5003.875308743561,100.0,100.0,7.0
1155,314,12,829,-5005.072356391658,100.0,100.0,7.0
893,243,10,640,-5007.873220696447,100.0,100.0,7.0
705,152,8,545,-5030.8621115479,100.0,100.0,7.0
925,226,4,695,-5035.449190156461,100.0,100.0,7.0
1089,301,9,779,-5016.324368228908,100.0,100.0,7.0
1952,663,16,1273,-5023.439681653023,100.0,100.0,7.0
3825,1352,53,2420,-5007.24267496669,100.0,100.0,7.0
1651,513,19,1119,-5039.289953189317,100.0,100.0,7.0
1480,473,20,987,-5451.707038603969,95.0,99.75,6.85
2057,723,43,1291,-5003.252732644808,100.0,100.0,7.0
1572,447,17,1108,-5229.819559470259,90.0,99.75,6.7
793,191,5,597,-5018.520166857584,100.0,100.0,7.0
936,211,3,722,-5012.15221237096,100.0,100.0,7.0
855,195,2,658,-5006.358240473552,100.0,100.0,7.0
1029,256,11,762,-5015.863655472837,100.0,100.0,7.0
952,248,16,688,-5026.543774573818,100.0,100.0,7.0
735,168,5,562,-5009.416287725333,100.0,100.0,7.0
658,123,3,532,-5035.705238983443,100.0,100.0,7.0
599,83,4,512,-5003.58414434468,100.0,100.0,7.0
704,125,4,575,-5007.135803209136,100.0,100.0,7.0
893,216,4,673,-5001.922410499527,100.0,100.0,7.0
592,85,3,504,-5014.207880190918,100.0,100.0,7.0
546,76,1,469,-5039.011364704629,100.0,100.0,7.0
650,107,1,542,-5033.769274155675,100.0,100.0,7.0
834,178,4,652,-5009.343925730111,100.0,100.0,7.0
754,153,5,596,-5035.887212616124,100.0,100.0,7.0
2557,899,9,1649,-5016.192391373961,100.0,100.0,7.0
1760,559,15,1186,-5025.418430107219,100.0,100.0,7.0
1492,446,28,1018,-5017.759243469976,100.0,100.0,7.0
1452,464,9,979,-5007.0633654000685,100.0,100.0,7.0
6281,2401,99,3781,-5013.1586247926925,100.0,100.0,7.0
5322,2019,66,3237,-5373.302057906554,95.0,99.75,6.85
1173,348,17,808,-5002.433409008373,100.0,100.0,7.0
