days_alive,work_days,spec_days,rest_days,final_cash,final_happiness
328,107,1,220,-5018.5869425804585,100.0
216,23,0,193,-5023.972501998704,100.0
211,19,0,192,-5027.780407481371,100.0
206,15,0,191,-5015.314490355185,100.0
211,19,0,192,-5026.7223580917,100.0
209,17,0,192,-5063.289978536131,100.0
221,27,0,194,-5041.869577533835,100.0
205,14,0,191,-5032.504524652607,100.0
217,24,0,193,-5015.737481206902,99.0
205,14,0,191,-5041.625224156877,100.0
215,22,0,193,-5046.538949397704,99.0
227,32,0,195,-5021.501510016808,100.0
227,32,0,195,-5025.6013585323835,100.0
230,34,0,196,-5063.675840859763,100.0
217,24,0,193,-5010.9144475609555,100.0
227,32,0,195,-5030.43999439907,100.0
228,33,0,195,-5009.011564092675,100.0
242,44,0,198,-5038.037170618968,100.0
245,46,0,199,-5082.094050765975,100.0
263,56,1,206,-5044.882050205688,100.0
284,78,0,206,-5058.769152799434,100.0
237,40,0,197,-5027.851861512653,100.0
320,108,0,212,-5013.689103648827,89.0
226,38,1,187,-5036.513045811013,99.0
249,56,1,192,-5098.257093168876,92.0
242,44,0,198,-5047.389668061318,100.0
264,62,0,202,-5038.746644108291,100.0
237,35,1,201,-5023.7970157584705,99.0
270,67,0,203,-5018.897705263544,100.0
278,73,0,205,-5075.98504959753,100.0
276,72,0,204,-5031.865428956051,70.0
334,119,0,215,-5037.786262110315,81.0
419,190,0,229,-4833.2785033719,-2.0
312,123,0,189,-2772.0420219167036,-2.0
229,73,1,155,-1717.5917087589507,-2.0
296,117,0,179,-2022.9406431408988,0.0
242,83,0,159,-1039.0181996544025,0.0
275,105,0,170,-1505.0545625059513,-2.0
254,90,0,164,-1304.5015213422669,-1.0
239,82,0,157,-882.5587798064333,-1.0
194,52,0,142,-268.89980296956514,-2.0
261,97,0,164,-1154.1513821307656,0.0
309,121,1,187,-3407.0684526998825,0.0
222,71,0,151,-616.8703071049455,0.0
216,68,0,148,-432.41105735766746,-1.0
245,86,0,159,-969.0587997647892,-1.0
218,69,0,149,-497.2160970024336,-1.0
228,75,0,153,-696.4005596664134,0.0
206,62,0,144,-223.04953157305056,0.0
210,64,0,146,-348.4158331133829,-1.0
245,87,0,158,-868.2233543626971,-1.0
232,79,0,153,-611.3951725641568,0.0
332,141,0,191,-2515.436325654851,-2.0
328,139,0,189,-2390.3447874107555,0.0
404,175,0,229,-5026.522972171183,85.0
433,199,0,234,-5028.568138839358,35.0
294,86,0,208,-5039.703389977118,100.0
303,93,0,210,-5061.998352612898,100.0
273,76,1,196,-5030.0688313705605,100.0
279,74,0,205,-5020.46595082838,99.0
263,56,1,206,-5028.153334650477,100.0
252,52,0,200,-5029.398648160416,96.0
280,75,0,205,-5016.5950666115405,94.0
307,104,1,202,-5025.326558503923,99.0
316,104,0,212,-5029.719520735831,94.0
282,76,0,206,-5070.931461057166,99.0
284,78,0,206,-5044.833715008879,93.0
318,106,0,212,-5001.995668455169,100.0
284,73,1,210,-5028.210952970424,100.0
280,75,0,205,-5010.194762033711,100.0
269,66,0,203,-5047.949808415316,95.0
313,102,0,211,-5002.961530918987,94.0
347,129,0,218,-5058.662885743747,100.0
284,78,0,206,-5015.4224018891555,100.0
381,157,0,224,-5023.455566421859,83.0
445,209,0,236,-5032.807472474215,13.0
370,165,0,205,-3242.6030892427702,-2.0
397,170,0,227,-5026.048277229878,64.0
386,161,0,225,-5006.345450247849,100.0
367,145,0,222,-5049.823197749594,100.0
276,106,0,170,-1477.7398674829317,-2.0
402,183,1,218,-3532.46149473571,0.0
384,159,0,225,-5060.778859694285,65.0
415,192,0,223,-4248.897814112686,-2.0
338,124,1,213,-5469.379688834979,89.0
303,88,1,214,-5054.8576469944155,100.0
326,112,0,214,-5063.437726599667,82.0
365,161,0,204,-3240.9588519967533,-1.0
384,159,0,225,-5059.360724412903,85.0
328,114,0,214,-5025.518466602871,99.0
336,120,0,216,-5052.936872527496,93.0
270,74,1,195,-5003.872594263081,93.0
260,58,0,202,-5081.714183284998,100.0
282,76,0,206,-5036.429624432519,100.0
287,80,0,207,-5068.010858594607,100.0
242,51,1,190,-5011.512942324466,100.0
292,84,0,208,-5074.232080591092,100.0
323,110,0,213,-5008.653747447072,93.0
334,114,1,219,-5002.747724228254,100.0
380,163,1,216,-5006.833831517493,67.0
384,172,0,212,-3692.989817323964,-2.0
226,80,0,146,-7.51335386661768,-1.0
263,105,0,158,-469.0115391607197,0.0
286,114,0,172,-1463.2099389671312,0.0
255,98,0,157,-535.6754700504576,-2.0
429,196,0,233,-5030.709631631781,24.0
285,116,0,169,-1169.6151802229779,-2.0
393,166,0,227,-5034.700174928538,100.0
398,170,0,228,-5061.751177507051,96.0
432,197,0,235,-5060.6569352198685,100.0
373,150,0,223,-5037.192226489018,83.0
372,156,1,215,-5067.368322802839,97.0
286,79,0,207,-5071.066799854057,100.0
282,83,1,198,-5047.6977105527885,100.0
292,79,1,212,-5045.023782493158,100.0
341,124,0,217,-5048.1827043801095,99.0
327,112,0,215,-5075.875081312385,100.0
268,65,0,203,-5007.290741375975,100.0
293,85,0,208,-5019.932517163968,100.0
273,69,0,204,-5013.766080747276,100.0
261,59,0,202,-5037.199435026934,100.0
266,70,1,195,-5015.451047244227,100.0
284,78,0,206,-5018.277269086115,100.0
303,93,0,210,-5037.8782802154465,100.0
290,78,1,211,-5016.34489240267,92.0
280,74,0,206,-5068.164642651766,100.0
245,46,0,199,-5040.333023938135,100.0
275,70,0,205,-5079.09288310301,100.0
301,91,0,210,-5040.517775548784,100.0
299,89,0,210,-5079.6150108526535,100.0
318,112,1,205,-5032.458734955442,100.0
309,97,0,212,-5079.607579065324,100.0
282,76,0,206,-5019.2316173167,100.0
331,111,1,219,-5000.574367479893,100.0
311,106,1,204,-5065.187987776022,100.0
399,171,0,228,-5013.395088673831,100.0
444,202,1,241,-5002.864140946965,94.0
351,132,0,219,-5056.459787808604,100.0
377,153,0,224,-5009.270568634974,86.0
472,229,0,243,-5050.117401768358,81.0
363,142,0,221,-5036.388215318193,92.0
363,141,0,222,-5080.283092092944,100.0
318,105,0,213,-5060.942128211219,98.0
349,130,0,219,-5025.6308255081385,100.0
374,149,0,225,-5072.298568440972,100.0
272,68,0,204,-5008.099008671243,100.0
276,71,0,205,-5042.542356471133,100.0
250,50,0,200,-5037.923194279654,100.0
263,61,0,202,-5022.990084436149,100.0
276,71,0,205,-5047.568374696928,100.0
285,73,1,211,-5052.369800810075,100.0
267,64,0,203,-5037.046945488491,100.0
279,74,0,205,-5011.749906084476,100.0
314,102,0,212,-5025.217587567611,100.0
321,134,0,187,-2326.549439544281,-1.0
451,222,0,229,-4087.20417117103,-1.0
313,108,1,204,-5024.353690833034,100.0
392,160,1,231,-5018.821313199958,92.0
298,89,0,209,-5015.020167288673,100.0
294,86,0,208,-5008.508429336781,100.0
281,82,1,198,-5054.233027073357,99.0
312,100,0,212,-5028.497914895158,100.0
328,113,0,215,-5051.335160883048,100.0
338,121,0,217,-5038.972346515769,96.0
422,183,1,238,-5063.811485592459,91.0
345,134,1,210,-5011.4256150121755,96.0
368,145,0,223,-5074.008258491097,93.0
444,206,0,238,-5082.335224713674,100.0
424,191,0,233,-5022.987612275988,86.0
358,137,0,221,-5041.398427783211,94.0
382,151,1,230,-5073.513873525703,98.0
393,165,0,228,-5053.383574714103,94.0
288,87,1,200,-5068.06520797779,100.0
315,109,1,205,-5047.007463296083,100.0
373,144,1,228,-5017.5094394903535,100.0
388,161,0,227,-5073.142427681611,99.0
482,237,0,245,-5051.400230325938,76.0
413,188,1,224,-5043.3738894510625,100.0
455,222,1,232,-5047.407782231831,69.0
367,158,2,207,-5017.243356080373,100.0
397,168,0,229,-5019.6384405666895,100.0
333,130,2,201,-5025.569649363618,100.0
327,111,0,216,-5064.8270855006795,100.0
297,87,0,210,-5071.674535722869,100.0
292,83,0,209,-5074.994433676362,100.0
326,118,1,207,-5030.323439019713,100.0
318,99,1,218,-5045.42839423656,100.0
298,88,0,210,-5067.93380807039,100.0
305,94,0,211,-5014.473848821517,100.0
339,116,1,222,-5051.356413680448,100.0
313,100,0,213,-5058.861214833879,100.0
356,135,0,221,-5012.094998943656,100.0
333,123,1,209,-5073.0888086215145,100.0
387,160,0,227,-5014.194498842105,100.0
406,182,1,223,-5006.995046820127,95.0
395,166,0,229,-5029.367586392968,95.0
408,171,1,236,-5014.412810616699,100.0
381,155,0,226,-5042.531929690183,98.0
331,117,2,212,-5006.636425139489,100.0
377,142,2,233,-5025.868339756478,100.0
425,190,0,235,-5037.715211544211,99.0
400,160,2,238,-5008.061932997934,100.0
364,136,1,227,-5017.005432061905,100.0
437,189,2,246,-5080.123192242541,100.0
358,138,2,218,-5013.339064294267,100.0
344,120,1,223,-5005.301527927642,100.0
294,101,4,189,-5037.313971049151,100.0
368,139,1,228,-5022.557996114351,99.0
375,139,2,234,-5081.093977304937,100.0
332,120,1,211,-5244.437264170012,95.0
345,126,0,219,-5029.724910970853,100.0
358,136,0,222,-5066.99452346024,100.0
348,137,3,208,-5080.2601799729,100.0
350,137,1,212,-5012.0595958403865,100.0
398,169,0,229,-5050.4388286509775,100.0
374,156,1,217,-5040.685377886155,99.0
427,186,1,240,-5061.88827335703,100.0
563,296,1,266,-5029.7095527595775,96.0
503,256,4,243,-5078.009021379949,100.0
428,194,2,232,-5053.669809003454,100.0
468,215,4,249,-5072.245485557066,100.0
439,201,0,238,-5000.4514475046735,100.0
354,133,0,221,-5032.578799182297,100.0
325,105,1,219,-5041.113979835393,98.0
303,93,0,210,-5002.3325021672035,100.0
294,85,0,209,-5042.584972858161,100.0
290,89,1,200,-5050.689946435996,100.0
315,109,1,205,-5077.093154674626,100.0
352,127,1,224,-5000.357697187073,100.0
402,166,1,235,-5066.301447438699,98.0
362,146,1,215,-5057.47401306157,100.0
466,214,2,250,-5002.731309924503,94.0
334,138,3,193,-5005.539729837308,100.0
411,189,3,219,-5023.682700268394,92.0
366,143,0,223,-5012.737027490838,100.0
375,159,3,213,-5012.1269867330775,100.0
321,114,1,206,-5015.767181476913,100.0
315,102,0,213,-5023.608661414227,100.0
340,129,1,210,-5073.423489172266,100.0
392,159,1,232,-5025.604065939237,98.0
423,184,1,238,-5025.638633014828,99.0
434,187,2,245,-5051.886702390486,100.0
448,224,2,222,-5020.527372124995,82.0
507,257,0,250,-5014.976707807122,100.0
518,272,1,245,-5073.181163031536,100.0
387,180,3,204,-5047.3219615735525,100.0
360,133,1,226,-5060.182483619422,100.0
334,125,1,208,-5029.987359966081,99.0
353,140,1,212,-5023.142770856717,81.0
296,87,0,209,-5013.445537513798,100.0
308,105,3,200,-5042.779153713909,100.0
360,138,0,222,-5035.636869326773,100.0
